temperatura,umidade,pressao,velocidade_vento,precipitacao_chuva,tempo_chuva,intensidade_chuva,ponto_orvalho,latitude,longitude,data_hora,historico_alagamento,solo,bairro,precipitacao_diaria,precipitacao_acumulada
21.5,90,1014,7.72,1.02,4,trovoada com chuva forte,19.79,-23.665,-46.7196,2023-01-31 20:27:00,1,,Capela do Socorro ,16.4,2.7
26.27,66,1012,3.1,0.55,4,chuva leve ,19.41,-23.6441,-46.7297,2023-01-31 17:08:00,1,,M'Boi Mirim ,20.2,0.65
27.25,69,1012,3.1,0.12,4,chuva leve ,21.07,-23.6072,-46.6972,2023-01-31 16:59:00,1,,Santo Amaro ,23.4,0.57
24.39,83,1015,7.72,0.52,4,chuva leve ,21.32,-23.7712,-46.6804,2023-12-08 15:31:00,1,,Capela do Socorro ,3.1,18.41
18.58,98,1015,5.14,11.94,2,chuva forte ,18.26,-23.6835,-46.6926,2023-12-10 22:32:00,1,,Santo Amaro ,44.9,12.05
22.27,78,1013,9.77,0.47,4,chuva leve ,18.25,-23.6639,-46.6786,2023-12-23 16:49:00,1,,Santo Amaro ,46.4,8.51
23.35,78,1013,9.77,0.47,4,trovoada com chuva forte,19.3,-23.6836,-46.6926,2023-12-23 16:50:00,1,,Santo Amaro ,46.4,8.51
22.03,96,1013,3.09,0.16,4,chuva leve ,21.36,-23.6731,-46.701,2023-12-23 17:52:00,1,,Santo Amaro ,46.4,7.27
20.25,94,1012,4.63,42.42,4,chuva muito forte ,19.25,-23.6189,-46.628,2023-12-23 17:26:00,1,,Vila Mariana ,24.6,50.59
20.98,96,1007,4.12,2.66,4,trovoada com chuva,20.32,-23.6573,-46.7062,2023-11-03 16:45:00,1,,Santo Amaro,16.1,7.73
21.78,97,1015,1.54,0.15,4,chuva moderada ,21.28,-23.6982,-46.7794,2023-11-19 13:54:00,1,,M' Boi Mirin ,17.9,5.13
20.5,93,1016,2.57,4.06,4,chuva forte ,19.33,-23.6735,-46.6995,2023-11-19 14:37:00,1,,Santo Amaro,26.2,8.49
24.07,82,1013,6.17,10.35,3,chuva forte ,20.81,-23.7531,-46.6811,2023-11-23 16:07:00,1,,Capela do Socorro ,13.5,16.84
23.38,91,1014,7.2,3.24,4,chuva moderada ,21.83,-23.6444,-46.7344,2023-11-23 16:40:00,1,,M' Boi Mirin ,7.7,20.08
25.66,89,1013,6.17,10.35,3,chuva forte ,23.71,-23.6759,-46.7489,2023-11-23 15:47:00,1,,M' Boi Mirin ,7.7,16.84
26.03,92,1013,6.17,10.35,3,chuva forte ,24.63,-23.6753,-46.7485,2023-11-23 15:40:00,1,,M' Boi Mirin ,7.7,16.84
21.5,94,1014,3.09,5.84,1,trovoada com chuva ,20.49,-23.6265,-46.6875,2023-11-23 07:56:00,1,,Santo Amaro,16.3,5.84
27.52,80,1012,6.27,6.27,2,chuva forte ,23.76,-23.6581,-46.7024,2023-11-23 15:22:00,1,,Santo Amaro,16.3,6.49
27.51,80,1012,7.72,6.27,2,chuva forte ,23.75,-23.6754,-46.6997,2023-11-23 15:22:00,1,,Santo Amaro,16.3,6.49
21.87,92,1014,5.14,29.59,1,chuva muito forte ,20.51,-23.6019,-46.6608,2023-11-23 07:37:00,1,,Vila Mariana ,11.6,29.59
21.34,94,1014,5.14,10.67,1,chuva forte ,20.33,-23.6055,-46.6643,2023-11-23 07:39:00,1,,Vila Mariana ,11.6,10.67
21.24,89,1017,5.14,5.67,4,chuva forte ,19.53,-23.5844,-46.6535,2023-11-27 16:44:00,1,,Vila Mariana ,15.3,11.39
20.19,90,1014,7.72,10.92,1,trovoada com chuva ,18.5,-23.6261,-46.6874,2023-11-28 21:10:00,1,,Santo Amaro,19.0,10.92
27.28,67,1010,5.14,0.22,4,chuva leve ,20.62,-23.6838,-46.6926,2023-11-29 15:41:00,1,,Santo Amaro,15.7,3.13
22.39,90,1012,4.12,1.77,1,chuva moderada ,20.67,-23.6615,-46.6794,2023-11-29 18:55:00,1,,Santo Amaro,15.7,1.77
22.52,90,1012,4.12,1.77,1,chuva moderada ,20.8,-23.6632,-46.7077,2023-11-29 18:00:00,1,,Santo Amaro,15.7,1.77
22.54,90,1012,4.12,1.77,1,chuva moderada ,20.82,-23.6732,-46.7016,2023-11-29 19:19:00,1,,Santo Amaro,15.7,1.77
26.21,72,1012,6.69,2.22,3,chuva moderada ,20.76,23.6189,-46.628,2023-11-29 15:04:00,1,,jabaquara ,18.2,2.35
26.3,69,1011,6.69,2.77,2,chava moderada,20.16,-23.6294,-46.6352,2023-11-29 14:26:00,1,,      Vila Mariana,5.1,2.91
22.46,90,1015,1.54,0.31,4,chuva fraca,20.74,-23.53685,-46.456781,2024-11-02 15:39:00,1,,Itaquera,37.9,0.89
22.71,83,1016,3.6,1.11,4,chuva moderada,19.67,-23.506032,-46.456596,2024-11-04 12:26:00,1,,São Miguel Paulista,11.1,3.49
21.17,94,1012,4.12,5.35,4,trovoada com chuva,20.17,-23.541286,-46.53832,2024-11-06 17:47:00,1,,Aricanduva/ Vila Formosa,15.8,9.17
23.49,84,1012,3.6,0.23,4,trovoada com chuva fraca,20.63,-23.525248,-46.444783,2024-11-06 15:52:00,1,,Itaquera,24.3,11.46
21.99,94,1012,1.03,5.35,4,trovoada com chuva fraca,20.98,-23.553454,-46.446351,2024-11-06 18:01:00,1,,Itaquera,24.3,9.17
24.34,78,1012,4.63,2.82,4,chuva moderada,20.26,-23.494024,-46.419701,2024-11-06 14:55:00,1,,Itaim Paulista,32.3,11.83
21.35,91,1011,3.09,0.77,4,trovoada com chuva,19.82,-23.551485,-46.577669,2024-11-06 16:50:00,1,,Mooca,21.4,8.6
21.42,94,1012,4.12,5.35,4,trovoada com chuva fraca,20.41,-23.532766,-46.521886,2024-11-06 17:51:00,1,,Penha,24.3,9.17
18.1,94,1009,6.17,4.18,4,chuva de intensidade forte,17.12,-23.524518,-46.557221,2024-11-08 15:42:00,1,,Aricanduva/ Vila Formosa,27.5,24.01
18.0,94,1013,4.63,0.32,4,chuva fraca,17.02,-23.524518,-46.557221,2024-11-08 20:37:00,1,,Aricanduva/ Vila Formosa,27.5,2.88
21.49,83,1009,5.14,0.57,4,chuva fraca,18.48,-23.56509,-46.418858,2024-11-08 07:27:00,1,,Cidade Tiradentes,35.0,4.04
22.11,88,1009,4.12,0.46,4,chuva fraca,20.03,-23.56621,-46.442022,2024-11-08 07:45:00,1,,Itaquera,38.1,3.66
18.36,95,1009,6.17,4.18,4,chuva de intensidade forte,17.55,-23.552479,-46.577326,2024-11-08 16:24:00,1,,Mooca,37.2,24.01
17.98,94,1012,4.63,0.73,4,chuva fraca,17.0,-23.527923,-46.553178,2024-11-08 20:03:00,1,,Penha,31.4,4.87
22.79,89,1012,3.09,2.76,4,névoa,20.88,-23.530647,-46.553741,2024-12-05 18:11:00,1,,Aricanduva/ Vila Formosa,3.4,6.13
21.02,98,1015,1.54,1.02,4,chuva moderada,20.69,-23.636592,-46.594274,2024-12-05 20:42:00,1,,Itaquera,5.6,34.15
23.45,85,1012,3.09,2.76,4,chuva moderada,20.78,-23.526742,-46.555941,2024-12-05 17:47:00,1,,Mooca,12.6,6.13
21.63,88,1012,4.12,0.56,4,chuva fraca,19.56,-23.593851,-46.444189,2024-12-10 07:26:00,1,,São Mateus,15.2,1.84
21.63,88,1012,4.12,0.56,4,chuva fraca,19.56,-23.594033,-46.444234,2024-12-10 07:26:00,1,,São Mateus,15.2,1.84
19.97,90,1011,4.12,3.18,4,chuva moderada,18.28,-23.556251,-46.516767,2024-12-20 18:10:00,1,,Aricanduva/ Vila Formosa,24.1,17.23
23.47,83,1011,11.83,4.81,4,trovoada com chuva fraca,20.42,-23.54266,-46.458748,2024-12-20 17:05:00,1,,Itaquera,54.0,14.31
23.44,83,1011,11.83,4.81,4,trovoada com chuva fraca,20.39,-23.553475,-46.446381,2024-12-20 17:28:00,1,,Itaquera,54.0,14.31
22.15,83,1011,11.83,3.18,4,trovoada com chuva fraca,19.13,-23.537374,-46.456832,2024-12-20 17:30:00,1,,Itaquera,54.0,17.23
22.23,88,1011,5.66,3.18,4,trovoada com chuva fraca,20.15,-23.515998,-46.454939,2024-12-20 17:41:00,1,,Itaquera,54.0,17.23
21.97,88,1011,5.66,3.18,4,chuva moderada,19.89,-23.517381,-46.476211,2024-12-20 17:42:00,1,,Itaquera,54.0,17.23
22.21,88,1011,5.66,3.18,4,trovoada com chuva fraca,20.13,-23.534071,-46.452239,2024-12-20 17:43:00,1,,Itaquera,54.0,17.23
21.58,88,1011,5.66,3.18,4,chuva moderada,19.51,-23.543282,-46.473338,2024-12-20 17:47:00,1,,Itaquera,54.0,17.23
19.9,88,1011,6.17,3.18,4,chuva moderada,17.85,-23.542755,-46.606665,2024-12-20 17:50:00,1,,Itaquera,54.0,17.23
21.97,88,1011,5.66,3.18,4,trovoada com chuva fraca,19.89,-23.535309,-46.436918,2024-12-20 17:55:00,1,,Itaquera,54.0,17.23
20.25,92,1011,4.12,3.18,4,chuva moderada,18.91,-23.581537,-46.489899,2024-12-20 18:05:00,1,,Itaquera,54.0,17.23
22.2,88,1011,5.66,3.18,4,trovoada com chuva fraca,20.12,-23.530765,-46.456802,2024-12-20 18:05:00,1,,Itaquera,54.0,17.23
21.75,88,1011,5.66,3.18,4,trovoada com chuva fraca,19.67,-23.556169,-46.466454,2024-12-20 18:05:00,1,,Itaquera,54.0,17.23
22.21,88,1011,5.66,3.18,4,trovoada com chuva fraca,20.13,-23.532438,-46.4543,2024-12-20 18:05:00,1,,Itaquera,54.0,17.23
27.22,66,1008,5.22,0.26,3,chuva fraca,20.32,-23.493926,-46.419895,2024-12-20 14:08:00,1,,Itaim Paulista,43.2,0.66
20.52,86,1011,11.83,4.81,4,trovoada com chuva forte,18.1,-23.544727,-46.59478,2024-12-20 17:08:00,1,,Mooca,28.0,14.31
19.57,85,1011,9.77,4.81,4,trovoada com chuva forte,16.98,-23.544177,-46.483652,2024-12-20 17:29:00,1,,Penha,37.1,14.31
19.9,90,1011,6.17,3.18,4,chuva moderada,18.21,-23.533231,-46.520574,2024-12-20 17:39:00,1,,Penha,37.1,17.23
22.04,88,1011,5.66,3.18,4,chuva moderada,19.96,-23.507148,-46.486283,2024-12-20 17:59:00,1,,Penha,37.1,17.23
21.91,88,1011,5.66,3.18,4,trovoada com chuva fraca,19.83,-23.546181,-46.435525,2024-12-20 18:05:00,1,,Penha,37.1,17.23
19.82,89,1011,4.12,3.18,4,chuva moderada,17.95,-23.515447,-46.519502,2024-12-20 18:05:00,1,,Penha,37.1,17.23
19.88,89,1011,4.12,3.18,4,chuva moderada,18.01,-23.558941,-46.568953,2024-12-20 18:05:00,1,,Penha,37.1,17.23
20.65,87,1012,3.09,3.42,4,chuva moderada,18.41,-23.535806,-46.492293,2024-12-20 18:38:00,1,,Penha,37.1,17.48
24.96,73,1012,2.57,7.89,4,chuva de intensidade forte,19.79,-23.525904,-46.430584,2024-12-21 14:30:00,1,,Guaianases,37.6,16.34
24.96,73,1012,2.57,7.89,4,chuva de intensidade forte,19.79,-23.523758,-46.429626,2024-12-21 14:30:00,1,,Guaianases,37.6,16.34
25.68,70,1011,3.6,5.69,4,chuva de intensidade forte,19.8,-23.541983,-46.458095,2024-12-21 14:25:00,1,,"Itaquera
",60.1,9.09
25.67,70,1011,3.6,5.69,4,chuva de intensidade forte,19.79,-23.537071,-46.45691,2024-12-21 14:28:00,1,,"Itaquera
",60.1,9.09
24.57,73,1012,2.57,7.89,4,chuva de intensidade forte,19.41,-23.573335,-46.445875,2024-12-21 14:30:00,1,,"Itaquera
",60.1,16.34
24.72,73,1012,2.57,7.89,4,chuva de intensidade forte,19.56,-23.536188,-46.43809,2024-12-21 14:30:00,1,,"Itaquera
",60.1,16.34
21.85,91,1011,3.09,2.46,4,chuva moderada,20.31,-23.544544,-46.593829,2024-12-21 16:18:00,1,,Mooca,59.5,17.96
21.44,93,1014,3.6,1.78,4,chuva moderada,20.26,-23.522339,-46.625227,2024-12-21 18:49:00,1,,Mooca,59.5,42.56
25.88,70,1012,6.69,7.89,4,chuva de intensidade forte,19.99,-23.515585,-46.529636,2024-12-21 14:30:00,1,,"Penha
",83.4,16.34
25.88,71,1012,6.69,7.89,4,chuva de intensidade forte,20.22,-23.528966,-46.515448,2024-12-21 14:30:00,1,,"Penha
",83.4,16.34
20.32,97,1012,5.14,7.89,4,névoa,19.83,-23.514667,-46.52078,2024-12-21 15:15:00,1,,"Penha
",83.4,16.34
25.0,76,1012,7.15,7.89,4,chuva de intensidade forte,20.48,-23.577111,-46.584349,2024-12-21 14:30:00,1,,Vila Prudente,14.1,16.34
21.93,90,1011,2.06,0.1,4,trovoada,20.21,-23.542508,-46.482715,2024-12-25 19:25:00,1,,Ermelino Matarazzo,25.7,3.74
22.76,88,1010,3.6,0.63,4,trovoada com chuva fraca,20.67,-23.551994,-46.474712,2024-12-25 18:03:00,1,,Itaquera,24.9,4.05
22.15,91,1011,2.06,0.1,4,trovoada,20.61,-23.536919,-46.456835,2024-12-25 18:42:00,1,,Itaquera,24.9,3.74
20.98,91,1011,2.06,0.1,4,trovoada,19.45,-23.581688,-46.490966,2024-12-25 18:50:00,1,,Itaquera,24.9,3.74
22.32,93,1010,3.6,0.63,4,trovoada com chuva forte,21.13,-23.544624,-46.59426,2024-12-25 17:43:00,1,,Mooca,25.8,4.05
19.94,94,1010,3.6,0.63,4,trovoada com chuva fraca,18.95,-23.543179,-46.593312,2024-12-25 17:45:00,1,,Mooca,25.8,4.05
19.71,94,1010,3.09,0.63,4,trovoada com chuva fraca,18.72,-23.547077,-46.560618,2024-12-25 18:00:00,1,,Mooca,25.8,4.05
19.71,94,1010,3.09,0.63,4,trovoada com chuva fraca,18.72,-23.546691,-46.560904,2024-12-25 18:00:00,1,,Mooca,25.8,4.05
23.14,83,1010,3.6,0.63,4,trovoada com chuva fraca,20.09,-23.528046,-46.553178,2024-12-25 17:38:00,1,,Penha,29.2,4.05
19.73,94,1010,3.09,0.63,4,trovoada com chuva fraca,18.74,-23.527891,-46.511185,2024-12-25 17:59:00,1,,Penha,29.2,4.05
19.84,94,1010,3.09,0.63,4,trovoada com chuva fraca,18.85,-23.53148,-46.520862,2024-12-25 18:07:00,1,,Penha,29.2,4.05
19.81,94,1010,3.09,0.63,4,trovoada com chuva fraca,18.82,-23.51472,-46.520703,2024-12-25 18:12:00,1,,Penha,29.2,4.05
22.97,85,1011,6.17,1.2,4,chuva moderada,20.31,-23.535388,-46.54893,2024-12-26 12:02:00,1,,Aricanduva/ Vila Formosa,41.2,9.26
21.09,94,1011,1.03,0.79,4,chuva fraca,20.09,-23.534432,-46.434341,2024-12-26 07:16:00,1,,Itaquera,44.3,3.66
21.15,94,1011,1.03,0.79,4,chuva fraca,20.15,-23.541531,-46.457623,2024-12-26 07:24:00,1,,Itaquera,44.3,3.66
20.08,94,1011,1.54,0.61,4,névoa,19.08,-23.525109,-46.557067,2024-12-26 05:56:00,1,,Mooca,45.9,5.26
21.01,96,1011,2.57,0.9,4,chuva fraca,20.35,-23.5373,-46.617697,2024-12-26 07:52:00,1,,Mooca,45.9,7.06
20.99,95,1011,2.57,1.78,4,chuva moderada,20.16,-23.537245,-46.613956,2024-12-26 08:06:00,1,,Mooca,45.9,8.95
21.8,90,1013,1.54,0.12,4,chuva fraca,20.09,-23.539952,-46.611278,2024-12-27 08:01:00,1,,Mooca,11.8,0.51
21.95,89,1013,1.54,0.12,4,chuva fraca,20.05,-23.52855,-46.553179,2024-12-27 07:44:00,1,,Penha,31.5,0.51
21.96,89,1013,1.54,0.12,4,chuva fraca,20.06,-23.525734,-46.552578,2024-12-27 07:53:00,1,,Penha,31.5,0.51
22.89,86,1013,2.57,0.21,4,chuva fraca,20.42,-23.529452,-46.553554,2024-12-27 08:40:00,1,,Penha,31.5,0.45
20.99,83,1012,4.12,0.13,4,trovoada com chuva fraca,17.99,-23.50703,-46.603548,2024-01-09 17:33:00,1,,Vila Maria/Vila Guilherme,28.8,2.03
21.87,96,1019,3.09,0.22,4,chuva forte,21.2,-23.50703,-46.603548,2024-02-14 00:05:00,1,,Vila Maria/Vila Guilherme,18.9,2.41
21.38,95,1013,3.6,12.45,4,chuva forte,20.55,-23.508373,-46.611794,2024-01-12 18:40:00,1,,Vila Maria/Vila Guilherme,59.6,13.12
21.96,95,1016,1.54,0.0,0,chuva leve,21.12,-23.472208,-46.571746,2024-01-10 21:55:00,1,,Vila Maria/Vila Guilherme,32.0,0.0
21.47,96,1013,5.14,0.14,4,chuva leve,20.81,-23.472711,-46.571596,2024-01-12 19:07:00,1,,Vila Maria/Vila Guilherme,59.6,0.81
21.7,90,1019,5.14,0.64,3,trovoada com chuva forte,19.99,-23.472711,-46.571596,2024-02-13 23:03:00,1,,Vila Maria/Vila Guilherme,42.2,2.19
24.22,92,1013,3.09,39.37,3,trovoada com chuva fraca,22.84,-23.487212,-46.714751,2024-01-10 18:45:00,1,,Pirituba/Jaraguá,25.5,41.45
22.86,93,1013,3.09,0.0,3,trovoada com chuva fraca,21.67,-23.498451,-46.706975,2024-01-10 18:56:00,1,,Pirituba/Jaraguá,25.5,2.08
17.83,94,1017,2.06,1.15,4,chuva moderada,16.85,-23.431523,-46.718818,2024-01-23 10:02:00,1,,Pirituba/Jaraguá,22.2,5.42
18.97,88,1020,3.09,0.36,3,chuva leve,16.94,-23.50412,-46.624474,2024-02-02 13:47:00,1,,Santana,11.8,1.64
21.81,95,1017,3.09,0.11,4,chuva leve,20.97,-23.526522,-46.598701,2024-02-14 02:30:00,1,,Santana,25.4,0.52
21.66,95,1016,1.54,11.94,1,trovoada com chuva,20.82,-23.511408,-46.622389,2024-01-10 21:57:00,1,,Santana,36.8,11.94
21.48,95,1013,3.6,17.78,4,chuva muito forte,20.65,-23.511408,-46.622389,2024-01-12 18:35:00,1,,Santana,62.2,18.45
27.64,78,1010,6.17,1.75,3,chuva moderada,23.45,-23.513356,-46.629275,2024-01-08 16:25:00,1,,Santana,19.3,3.29
21.17,83,1010,9.77,0.21,4,névoa,18.17,-23.514953,-46.641167,2024-01-08 16:35:00,1,,Santana,19.3,3.5
22.44,95,1016,1.54,0.0,2,trovoada com chuva,21.6,-23.514953,-46.641167,2024-01-10 22:30:00,1,,Santana,36.8,30.48
21.89,94,1016,3.6,0.0,0,trovoada com chuva forte,20.88,-23.503748,-46.648866,2024-01-10 21:37:00,1,,Santana,36.8,0.0
21.31,94,1016,3.6,0.0,0,trovoada com chuva forte,20.3,-23.501223,-46.683717,2024-01-10 21:40:00,1,,Freguesia do Ó,23.7,0.0
18.96,94,1011,6.69,1.17,4,chuva moderada,17.97,-23.50471,-46.675745,2024-02-18 16:22:00,1,,Freguesia do Ó,7.6,6.59
28.77,66,1010,1.96,1.75,3,chuva moderada,21.79,-23.499071,-46.68373,2024-01-08 16:19:00,1,,Casa Verde,25.9,3.29
24.05,92,1013,3.09,39.37,3,trovoada com chuva fraca,22.67,-23.499071,-46.68373,2024-01-10 18:46:00,1,,Casa Verde,26.5,41.45
21.1,95,1009,3.6,16.76,4,chuva muito forte,20.27,-23.499071,-46.68373,2024-02-21 18:02:00,1,,Casa Verde,18.6,60.17
26.04,83,1010,4.63,0.21,4,chuva leve,22.93,-23.511279,-46.668402,2024-01-08 16:34:00,1,,Casa Verde,25.9,3.5
22.99,94,1013,3.09,0.0,3,trovoada com chuva fraca,21.97,-23.502448,-46.685965,2024-01-10 19:09:00,1,,Casa Verde,26.5,2.08
21.96,95,1019,3.09,5.84,4,chuva forte,21.12,-23.502448,-46.685965,2024-02-14 00:21:00,1,,Casa Verde,28.5,11.42
21.93,94,1016,3.6,0.0,0,trovoada com chuva forte,20.92,-23.505935,-46.676012,2024-01-10 21:37:00,1,,Casa Verde,26.5,0.0
